package,revdep
dtw,DTWUMI
dtw,MarketMatching
dtw,mFLICA
dtw,mtconnectR
dtw,NNS
dtw,soundgen
dtw,ssMousetrack
dtw,TSclust
dtw,TSdist
dtw,verification
dtw,VLTimeCausality
dtw,warbleR
dummies,aCRM
dummies,idm
dummies,LBLGXE
dummies,polyreg
dummies,regtools
dummies,rerf
dummies,SCCS
dummies,traineR
dygraphs,airGRteaching
dygraphs,antaresViz
dygraphs,BETS
dygraphs,coefplot
dygraphs,dsa
dygraphs,motoRneuron
dygraphs,prophet
dygraphs,rblt
dygraphs,rPraat
dygraphs,rpredictit
dygraphs,seasonalview
dygraphs,shinyML
dygraphs,shinystan
dygraphs,SpatialEpiApp
dygraphs,teachingApps
dygraphs,ZRA
e1071,AdaSampling
e1071,autoBagging
e1071,bindata
e1071,BLRShiny
e1071,BSDA
e1071,chemometrics
e1071,classInt
e1071,ClueR
e1071,clusterfly
e1071,clusterSim
e1071,CMShiny
e1071,CTShiny
e1071,dpcR
e1071,DTWBI
e1071,DTWUMI
e1071,easyalluvial
e1071,ECoL
e1071,EZtune
e1071,fairness
e1071,fasstr
e1071,FFTrees
e1071,fitur
e1071,flip
e1071,FSinR
e1071,galgo
e1071,GameTheoryAllocation
e1071,geodiv
e1071,gld
e1071,gskat
e1071,hda
e1071,hydroTSM
e1071,hypervolume
e1071,IGST
e1071,Inventorymodel
e1071,Irescale
e1071,KCSNBShiny
e1071,KNNShiny
e1071,lfl
e1071,LilRhino
e1071,live
e1071,LncFinder
e1071,MAclinical
e1071,malani
e1071,manymodelr
e1071,MaOEA
e1071,mcca
e1071,MEclustnet
e1071,MetaLandSim
e1071,mfe
e1071,MIAmaxent
e1071,mispr
e1071,mistral
e1071,MixGHD
e1071,MLDAShiny
e1071,mlearning
e1071,MNLR
e1071,NBShiny
e1071,NBShiny2
e1071,NoiseFiltersR
e1071,NonProbEst
e1071,oncrawlR
e1071,OptimClassifier
e1071,parallelSVM
e1071,PASWR
e1071,PASWR2
e1071,penalizedSVM
e1071,PosteriorBootstrap
e1071,predkmeans
e1071,PredPsych
e1071,RandPro
e1071,RMediation
e1071,RMKL
e1071,rModeling
e1071,RTransProb
e1071,sambia
e1071,SixSigma
e1071,SSDM
e1071,sssc
e1071,stablelearner
e1071,stylo
e1071,SwarmSVM
e1071,tableone
e1071,tiger
e1071,traineR
e1071,vanquish
e1071,VFS
e1071,VHDClassification
elasticnet,brainKCCA
elasticnet,DCA
elasticnet,epoc
elasticnet,FisherEM
elasticnet,funFEM
elasticnet,LINselect
elasticnet,PepSAVIms
elasticnet,sparseLDA
elasticnet,sRDA
ellipse,adnuts
ellipse,AppliedPredictiveModeling
ellipse,BayesianTools
ellipse,Bchron
ellipse,BivRegBLS
ellipse,convoSPAT
ellipse,easyCODA
ellipse,ei
ellipse,eiCompare
ellipse,GMCM
ellipse,HMMextra0s
ellipse,IsotopeR
ellipse,lvm4net
ellipse,mada
ellipse,MANOVA.RM
ellipse,mcmcse
ellipse,mdsdt
ellipse,MEclustnet
ellipse,metaSEM
ellipse,MNM
ellipse,ModStatR
ellipse,multifluo
ellipse,NPflow
ellipse,pca3d
ellipse,plot3logit
ellipse,RAMpath
ellipse,ratematrix
ellipse,scatterD3
ellipse,SciViews
ellipse,SIBER
ellipse,SMPracticals
ellipse,soc.ca
ellipsis,dabestr
ellipsis,devtools
ellipsis,distributions3
ellipsis,dplyr
ellipsis,EDOIF
ellipsis,forcats
ellipsis,learnr
ellipsis,sortable
ellipsis,sparklyr
ellipsis,testthat
ellipsis,tidyr
ellipsis,tidyselect
ellipsis,vctrs
ellipsis,workflows
emplik,eel
emplik,elhmc
emplik,extremis
emplik,glmc
emplik,imputeYn
emplik,kmc
emplik,spearmanCI
emulator,approximator
emulator,BACCO
emulator,BayesianTools
emulator,calibrator
emulator,cmvnorm
emulator,lmmlasso
emulator,lorentz
emulator,multivator
entropy,autoBagging
entropy,binda
entropy,bnclassify
entropy,DChaos
entropy,DTWBI
entropy,DTWUMI
entropy,FSelector
entropy,ggsom
entropy,hilbertSimilarity
entropy,msu
entropy,oclust
entropy,PINSPlus
entropy,prefeR
entropy,randnet
entropy,rcosmo
entropy,sabre
entropy,sda
Epi,Biograph
Epi,bshazard
Epi,dani
Epi,flexrsurv
Epi,mafs
Epi,popEpi
epitools,CMShiny
epitools,CTAShiny
epitools,morse
epitools,MultiPhen
epitools,PROBShiny
evaluate,IRkernel
evaluate,jmvconnect
evaluate,knitr
evaluate,learnr
evaluate,opencpu
evaluate,packagedocs
evaluate,pkgdown
evaluate,portfolioBacktest
evaluate,rmarkdown
evaluate,testthat
expm,BinaryEPPM
expm,carcass
expm,CompareCausalNetworks
expm,complexplus
expm,control
expm,corHMM
expm,CountsEPPM
expm,CovTools
expm,cSEM
expm,ctmcd
expm,ctmm
expm,DDD
expm,HDtest
expm,IPCAPS
expm,KoulMde
expm,KSPM
expm,Kurt
expm,lymphclon
expm,madness
expm,marked
expm,MCL
expm,mmppr
expm,MSGARCH
expm,msm
expm,MultiMeta
expm,mut
expm,netcom
expm,NetworkRiskMeasures
expm,nprotreg
expm,OUwie
expm,PCMBase
expm,phytools
expm,powerplus
expm,ProcMod
expm,QUALYPSO
expm,RTransProb
expm,rugarch
expm,SBmedian
expm,SCGLR
expm,selac
expm,semtree
expm,slm
expm,spatialreg
expm,spdep
expm,svars
expm,switchnpreg
expm,TKF
expm,Tlasso
expm,VariableScreening
expm,varjmcm
expm,yuima
extraDistr,FMAdist
extraDistr,grabsampling
extraDistr,iZID
extraDistr,LDATS
extraDistr,mixdir
extraDistr,prophet
extraDistr,simIReff
extraDistr,spTimer
extraDistr,trend
extraDistr,univariateML
extraDistr,vfcp
fansi,cli
fansi,cliapp
fansi,pillar
fansi,pkgdown
fansi,tibble
fastcluster,cstab
fastcluster,heatmap3
fastcluster,hypervolume
fastcluster,mousetrap
fastcluster,NPflow
fastcluster,pinbasic
fastcluster,PropClust
fastcluster,propr
fastcluster,RiemBaseExt
fastcluster,SpatialVx
fasterize,BIEN
fasterize,NLMR
fasterize,raceland
fasterize,rasterDT
fasterize,siland
fasterize,tabularaster
fdrtool,beam
fdrtool,carSurv
fdrtool,CosW
fdrtool,DBGSA
fdrtool,ERP
fdrtool,GeneCycle
fdrtool,GeneNet
fdrtool,sda
fdrtool,SecKW
fdrtool,SimSeq
fdrtool,SinIW
fdrtool,st
fdrtool,TanB
fdrtool,TBEST
ffbase,bigchess
ffbase,Cyclops
ffbase,DatabaseConnector
ffbase,Haplin
ffbase,SpaDES.tools
ffbase,Stack
fftwtools,AcuityView
fftwtools,AFM
fftwtools,briskaR
fftwtools,imagerExtra
fftwtools,runstats
fftwtools,sazedR
fields,ADPclust
fields,ASMap
fields,aSPU
fields,astrochron
fields,autoFRK
fields,autoimage
fields,BallMapper
fields,BaySIC
fields,Biolinv
fields,bipartite
fields,biwavelet
fields,bkmr
fields,BPEC
fields,briskaR
fields,Canopy
fields,CCA
fields,chillR
fields,ClimDown
fields,cmsaf
fields,CNLTtsa
fields,CompRandFld
fields,ConR
fields,convoSPAT
fields,cope
fields,corr2D
fields,crqa
fields,demu
fields,distantia
fields,DSsim
fields,earlywarnings
fields,EGRET
fields,EMD
fields,ETAS
fields,etasFLP
fields,factorcpt
fields,fcr
fields,fdasrvf
fields,fence
fields,FLightR
fields,fpa
fields,fsbrain
fields,funData
fields,gapfill
fields,geoelectrics
fields,GeoLight
fields,GEOmap
fields,georob
fields,geospt
fields,geosptdb
fields,geozoning
fields,gptk
fields,gwrr
fields,hero
fields,hglasso
fields,hht
fields,highriskzone
fields,ibeemd
fields,infraFDTD.assist
fields,landsepi
fields,LatticeKrig
fields,LICORS
fields,LMERConvenienceFunctions
fields,LSC
fields,ltsk
fields,mclcar
fields,metR
fields,mgpd
fields,ModelMap
fields,MOLHD
fields,mousetrap
fields,mrbsizeR
fields,mvLSW
fields,nnTensor
fields,oceanmap
fields,OptimaRegion
fields,OSTSC
fields,PEIP
fields,plsgenomics
fields,popsom
fields,prevR
fields,ProbForecastGOP
fields,ramps
fields,reddPrec
fields,RGISTools
fields,RNCEP
fields,rNOMADS
fields,RPANDA
fields,RsimMosaic
fields,rworldmap
fields,spant
fields,sparseBC
fields,spatialfil
fields,SpatialFloor
fields,SpatialVS
fields,SpatialVx
fields,SpatMCA
fields,SpATS
fields,spatsurv
fields,spBayesSurv
fields,SpectralMap
fields,spmoran
fields,sppmix
fields,spThin
fields,stilt
fields,StMoMo
fields,stocc
fields,SurvCorr
fields,SynchWave
fields,telefit
fields,TrackReconstruction
fields,Umatrix
fields,varycoef
fields,verification
fields,vmsbase
fields,Voss
fields,warpMix
fields,wavScalogram
fields,WRTDStidal
fields,wsyn
filehash,adehabitatMA
filehash,autoFRK
filehash,filehashSQLite
filehash,nat
filehash,tikzDevice
filehash,zooimage
filesstrings,autothresholdr
filesstrings,detrendr
filesstrings,exampletestr
filesstrings,ijtiff
filesstrings,nandb
flexclust,AurieLSHGaussian
flexclust,biclust
flexclust,bootcluster
flexclust,dtwclust
flexclust,ockc
flexclust,RSKC
flexclust,semiArtificial
flextable,augmentedRCBD
flextable,clickR
flextable,collector
flextable,concurve
flextable,customLayout
flextable,eoffice
flextable,EpiReport
flextable,nlmixr
flextable,processR
flextable,rrtable
flextable,tibbleOne
flextable,ubiquity
flextable,webr
flextable,WordR
flextable,ztable
FME,BCE
FME,bioinactivation
FME,capm
FME,DivE
FME,growthrates
FME,phytotools
FME,spsh
fOptions,CreditRisk
fOptions,fAsianOptions
fOptions,fCertificates
fOptions,fExoticOptions
fOptions,fExpressCertificates
forcats,apyramid
forcats,brinton
forcats,bupaR
forcats,ccostr
forcats,cheese
forcats,chorrrds
forcats,clustringr
forcats,cocktailApp
forcats,correlationfunnel
forcats,dabestr
forcats,DCPO
forcats,describedata
forcats,dfoliatR
forcats,easyalluvial
forcats,explore
forcats,ezplot
forcats,factorMerger
forcats,finalfit
forcats,fipe
forcats,genogeographer
forcats,ggdag
forcats,glancedata
forcats,glmmfields
forcats,gtsummary
forcats,haven
forcats,idealstan
forcats,iNZightTools
forcats,iotables
forcats,ipmisc
forcats,kayadata
forcats,matchmaker
forcats,naniar
forcats,palaeoSig
forcats,parcats
forcats,partition
forcats,prcr
forcats,processmapR
forcats,rfm
forcats,SEERaBomb
forcats,simplecolors
forcats,sjPlot
forcats,survivalAnalysis
forcats,survParamSim
forcats,testcorr
forcats,tibbleOne
forcats,tidybayes
forcats,tidycomm
forcats,tidync
forcats,tidytidbits
forcats,tidyverse
forcats,unheadr
forcats,unpivotr
foreach,abcrf
foreach,adabag
foreach,admixturegraph
foreach,ADMM
foreach,ADMMsigma
foreach,ApacheLogProcessor
foreach,APIS
foreach,Arothron
foreach,asremlPlus
foreach,astrochron
foreach,atakrig
foreach,baggedcv
foreach,basket
foreach,BaTFLED3D
foreach,BayesBinMix
foreach,bdots
foreach,BDWreg
foreach,benchmarkme
foreach,bestNormalize
foreach,BGGM
foreach,biclustermd
foreach,BIEN
foreach,biganalytics
foreach,bigparallelr
foreach,bigsnpr
foreach,bigstatsr
foreach,binnednp
foreach,bisque
foreach,biwavelet
foreach,blackbox
foreach,BMTME
foreach,boostr
foreach,BootstrapQTL
foreach,bossMaps
foreach,breakpoint
foreach,BSGW
foreach,BSL
foreach,bst
foreach,BuyseTest
foreach,BVSNLP
foreach,calibrar
foreach,CalibratR
foreach,caret
foreach,CARRoT
foreach,catlearn
foreach,ccfa
foreach,CENFA
foreach,CFC
foreach,cffdrs
foreach,chicane
foreach,ClimDown
foreach,clinDR
foreach,clogitLasso
foreach,clordr
foreach,clustcurv
foreach,ClustVarLV
foreach,clustvarsel
foreach,colocalized
foreach,condSURV
foreach,conformalClassification
foreach,ConR
foreach,conStruct
foreach,contextual
foreach,cooccurNet
foreach,corr2D
foreach,CovTools
foreach,crso
foreach,cubfits
foreach,cutpointr
foreach,CVglasso
foreach,datanugget
foreach,dbfaker
foreach,dCovTS
foreach,ddsPLS
foreach,detrendr
foreach,DHARMa
foreach,Diderot
foreach,Directional
foreach,disaggregation
foreach,dissever
foreach,distantia
foreach,DistributionFitR
foreach,dMod
foreach,doFuture
foreach,doMC
foreach,doMPI
foreach,doParallel
foreach,doRedis
foreach,doRNG
foreach,doSNOW
foreach,DTDA.cif
foreach,dtwclust
foreach,dynetNLAResistance
foreach,E4tools
foreach,earlygating
foreach,EasyMARK
foreach,ECFsup
foreach,EcoGenetics
foreach,EFDR
foreach,EGRET
foreach,ei
foreach,eiCompare
foreach,EmiStatR
foreach,enpls
foreach,EpiModel
foreach,ESTER
foreach,evian
foreach,ewoc
foreach,exuber
foreach,ezCutoffs
foreach,ezsim
foreach,fabMix
foreach,factorcpt
foreach,factorEx
foreach,fastcmprsk
foreach,fastLink
foreach,fastnet
foreach,fda.usc
foreach,fdasrvf
foreach,fiberLD
foreach,fitPoly
foreach,forecastHybrid
foreach,forestError
foreach,fpmoutliers
foreach,FSelectorRcpp
foreach,funData
foreach,fuzzyforest
foreach,GA
foreach,gam
foreach,gambin
foreach,gamCopula
foreach,gamm4.test
foreach,gamsel
foreach,GAparsimony
foreach,gapfill
foreach,GaussianHMM1d
foreach,gbts
foreach,gdalUtils
foreach,gdm
foreach,gdpc
foreach,GENLIB
foreach,genlogis
foreach,gestate
foreach,GGIR
foreach,GLIDE
foreach,glmm
foreach,gmDatabase
foreach,gofCopula
foreach,GPM
foreach,gpmap
foreach,gscaLCA
foreach,gsynth
foreach,GWEX
foreach,GWRM
foreach,hbm
foreach,hdbinseg
foreach,HDtest
foreach,hettx
foreach,HextractoR
foreach,HIMA
foreach,hindex
foreach,HMMcopula
foreach,hscovar
foreach,hybridModels
foreach,icenReg
foreach,IDmining
foreach,idmTPreg
foreach,IDSpatialStats
foreach,IMAGE
foreach,inctools
foreach,Information
foreach,Infusion
foreach,intamap
foreach,intccr
foreach,integIRTy
foreach,intercure
foreach,interflex
foreach,intmed
foreach,iprior
foreach,iRF
foreach,isocat
foreach,iZID
foreach,JointAI
foreach,JOUSBoost
foreach,kcpRS
foreach,kdevine
foreach,kernhaz
foreach,lass0
foreach,LCAvarsel
foreach,LEANR
foreach,LeArEst
foreach,lfl
foreach,localgauss
foreach,logiBin
foreach,lpirfs
foreach,lsbclust
foreach,MAGNAMWAR
foreach,MarketMatching
foreach,marqLevAlg
foreach,MAVTgsa
foreach,mazeinda
foreach,mbclusterwise
foreach,mbest
foreach,MDBED
foreach,Mediana
foreach,MEGENA
foreach,merTools
foreach,MetaPCA
foreach,metricTester
foreach,metsyn
foreach,MFPCA
foreach,mgwrsar
foreach,misclassGLM
foreach,missForest
foreach,mistral
foreach,mixggm
foreach,MixRF
foreach,ML.MSBD
foreach,mlbgameday
foreach,MonoInc
foreach,Morpho
foreach,mpath
foreach,mrMLM
foreach,mrMLM.GUI
foreach,mSimCC
foreach,MSPRT
foreach,mSTEM
foreach,mstherm
foreach,multiApply
foreach,multicon
foreach,MultipleBubbles
foreach,multiviewtest
foreach,mutSignatures
foreach,NetRep
foreach,NetworkDistance
foreach,npregfast
foreach,oak
foreach,odpc
foreach,optiSel
foreach,OSTSC
foreach,otrimle
foreach,PAGWAS
foreach,paleoTS
foreach,parallelML
foreach,parallelSVM
foreach,ParBayesianOptimization
foreach,ParetoPosStable
foreach,PAWL
foreach,perspectev
foreach,phenex
foreach,phenofit
foreach,phenopix
foreach,PINSPlus
foreach,poolfstat
foreach,PortfolioAnalytics
foreach,portfolioBacktest
foreach,POUMM
foreach,PQLseq
foreach,primerTree
foreach,ProcMod
foreach,productivity
foreach,ProFound
foreach,prospectr
foreach,proteomics
foreach,prozor
foreach,psgp
foreach,psymonitor
foreach,PTE
foreach,pterrace
foreach,PUlasso
foreach,qad
foreach,QUALYPSO
foreach,qualypsoss
foreach,QuantumClone
foreach,R2MLwiN
foreach,ramsvm
foreach,randomGLM
foreach,randomUniformForest
foreach,rangeMapper
foreach,rayshader
foreach,rBayesianOptimization
foreach,rcarbon
foreach,Rcrawler
foreach,redist
foreach,regRSM
foreach,ReIns
foreach,rem
foreach,rENA
foreach,resemble
foreach,reval
foreach,RGBM
foreach,RKEEL
foreach,Rlda
foreach,rlfsm
foreach,Rlof
foreach,RMixtCompIO
foreach,RMTL
foreach,RNOmni
foreach,robustBLME
foreach,robustrao
foreach,RootsExtremaInflections
foreach,rrepast
foreach,RRreg
foreach,rrscale
foreach,rSHAPE
foreach,rsppfp
foreach,RStoolbox
foreach,rusda
foreach,RZooRoH
foreach,s4vd
foreach,scoper
foreach,SCOR
foreach,scorecard
foreach,SCPME
foreach,sdcTarget
foreach,SDDE
foreach,secsse
foreach,segmentr
foreach,segMGarch
foreach,selfingTree
foreach,semsfa
foreach,semverutils
foreach,sen2r
foreach,sglOptim
foreach,shazam
foreach,SIDES
foreach,SimDesign
foreach,smam
foreach,smog
foreach,sms
foreach,spant
foreach,sparr
foreach,SparseMDC
foreach,spatial.tools
foreach,spmoran
foreach,sptemExp
foreach,sRDA
foreach,Sstack
foreach,StAMPP
foreach,stR
foreach,stUPscales
foreach,survidm
foreach,survSNP
foreach,taxize
foreach,telefit
foreach,tempoR
foreach,TestDesign
foreach,tigger
foreach,trackeR
foreach,trackeRapp
foreach,tsDyn
foreach,TSMining
foreach,tsmp
foreach,TSP
foreach,tune
foreach,turboEM
foreach,tuts
foreach,ubiquity
foreach,ukbtools
foreach,unbalanced
foreach,unsystation
foreach,updog
foreach,varclust
foreach,vardpoor
foreach,varitas
foreach,varTestnlme
foreach,vqtl
foreach,VSURF
foreach,WebGestaltR
foreach,WEE
foreach,weightQuant
foreach,windfarmGA
foreach,wkNNMI
foreach,WRTDStidal
foreach,xray
foreach,xrnet
foreach,YaleToolkit
foreach,ykmeans
foreach,zebu
foreach,ZIPFA
forecast,AEDForecasting
forecast,BETS
forecast,beyondWhittle
forecast,bfast
forecast,cricketr
forecast,decomposedPSF
forecast,demography
forecast,dendrometeR
forecast,dhReg
forecast,Dowd
forecast,dsa
forecast,EventDetectR
forecast,expsmooth
forecast,fma
forecast,ForecastComb
forecast,forecastHybrid
forecast,forecTheta
forecast,fpp
forecast,fpp2
forecast,ftsa
forecast,GeomComb
forecast,gpDDE
forecast,grattan
forecast,greybox
forecast,hpiR
forecast,hts
forecast,ilc
forecast,imputeTestbench
forecast,imputeTS
forecast,lfl
forecast,mafs
forecast,MAPA
forecast,Mcomp
forecast,midasr
forecast,MortalityGaps
forecast,msltrend
forecast,nullabor
forecast,odpc
forecast,portalr
forecast,portes
forecast,predtoolsTS
forecast,PSF
forecast,rcrimeanalysis
forecast,Rlgt
forecast,robets
forecast,Rssa
forecast,seastests
forecast,seer
forecast,smooth
forecast,StMoMo
forecast,stR
forecast,sutteForecastR
forecast,sweep
forecast,Tcomp
forecast,thief
forecast,TimeSeries.OBeu
forecast,TrendSLR
forecast,tsBSS
forecast,tsDyn
forecast,TSF
forecast,tsfeatures
forecast,tsoutliers
forecast,TSPred
forecast,tsSelect
forecast,TSstudio
forecast,tsutils
forecast,tsviz
forecast,Tushare
forecast,WaveletANN
forecast,WaveletArima
forecast,WaveletGARCH
forecast,WRTDStidal
forecast,ZRA
foreign,acmeR
foreign,Amelia
foreign,AmostraBrasil
foreign,AnDE
foreign,BayesTwin
foreign,BETS
foreign,BiBitR
foreign,Blaunet
foreign,bomrang
foreign,CTTinShiny
foreign,diverse
foreign,dynRB
foreign,easyPSID
foreign,epiDisplay
foreign,expss
foreign,fSRM
foreign,importinegi
foreign,kutils
foreign,LOGAN
foreign,maptools
foreign,memapp
foreign,nhdR
foreign,oceanis
foreign,pkr
foreign,prevR
foreign,psidR
foreign,psychTools
foreign,r.blip
foreign,R2MLwiN
foreign,rdhs
foreign,read.dbc
foreign,retistruct
foreign,rio
foreign,RNHANES
foreign,ropercenter
foreign,Rsagacmd
foreign,rsatscan
foreign,RStata
foreign,rsubgroup
foreign,satscanMapper
foreign,SemNetCleaner
foreign,shapefiles
foreign,Sofi
foreign,synthpop
foreign,taxlist
foreign,UScensus2000cdp
foreign,UScensus2000tract
foreign,UScensus2010
foreign,vegdata
foreign,vegtable
foreign,vmsbase
forestplot,baggr
forestplot,bayesmeta
forestplot,bmeta
forestplot,catmap
forestplot,chest
forestplot,CPBayes
forestplot,ofGEM
forestplot,pkr
formatR,automagic
formatR,distreg.vis
formatR,explor
formatR,ggThemeAssist
formatR,jaggR
formatR,lambda.r
formatR,plethem
formatR,Rd2roxygen
formatR,RFormatter
formatR,snahelper
formatR,splashr
formattable,ahp
formattable,memapp
formattable,oncrawlR
formattable,packagefinder
formattable,SamplingStrata
formattable,vote
Formula,alpaca
Formula,ARTP2
Formula,augSIMEX
Formula,bamlss
Formula,BayesGESM
Formula,BayesSAE
Formula,betareg
Formula,BiDimRegression
Formula,bife
Formula,BinaryEPPM
Formula,BiProbitPartial
Formula,BLPestimatoR
Formula,BNSP
Formula,brnn
Formula,cbq
Formula,cdfquantreg
Formula,clusteredinterference
Formula,contextual
Formula,CountsEPPM
Formula,crch
Formula,CUB
Formula,dat
Formula,detect
Formula,DirectEffects
Formula,DirichletReg
Formula,Disequilibrium
Formula,dtp
Formula,earth
Formula,esreg
Formula,estimatr
Formula,estprod
Formula,ewoc
Formula,ExtremeBounds
Formula,FastCUB
Formula,fdaMixed
Formula,feisr
Formula,FENmlm
Formula,fixest
Formula,fplot
Formula,frontier
Formula,games
Formula,gee4
Formula,glmertree
Formula,glmx
Formula,gmnl
Formula,HBglm
Formula,inferference
Formula,isni
Formula,ITRLearn
Formula,ITRSelect
Formula,iva
Formula,ivfixed
Formula,ivmodel
Formula,ivpanel
Formula,ivprobit
Formula,jmcm
Formula,jmdl
Formula,kaps
Formula,lagsarlmtree
Formula,LARF
Formula,lfe
Formula,LMest
Formula,LongCART
Formula,metR
Formula,mhurdle
Formula,midasr
Formula,mlogit
Formula,mnlogit
Formula,model4you
Formula,moult
Formula,MST
Formula,mvctm
Formula,nardl
Formula,nparMD
Formula,npmv
Formula,npsf
Formula,oaxaca
Formula,OncoBayes2
Formula,OutlierDC
Formula,palmtree
Formula,panelr
Formula,partykit
Formula,pglm
Formula,plm
Formula,plmm
Formula,plotmo
Formula,psychomix
Formula,psychotree
Formula,QAIG
Formula,qmix
Formula,quint
Formula,RBesT
Formula,Rchoice
Formula,rmdcev
Formula,SCGLR
Formula,SemiCompRisks
Formula,SGB
Formula,sglg
Formula,sharx
Formula,ShiftShareSE
Formula,sigInt
Formula,simplexreg
Formula,smbinning
Formula,spBayes
Formula,spNNGP
Formula,spsur
Formula,ssym
Formula,StratSel
Formula,table1
Formula,TexMix
Formula,threg
Formula,thregI
Formula,thsls
Formula,tosls
Formula,tram
Formula,trtf
Formula,varian
Formula,YPPE
Formula,zoib
formula.tools,AutoStepwiseGLM
formula.tools,BMisc
formula.tools,ccfa
formula.tools,factorMerger
formula.tools,flexrsurv
formula.tools,hettx
formula.tools,longRPart2
formula.tools,MachineLearning
formula.tools,metR
formula.tools,moderndive
formula.tools,vcrpart
fpc,bootcluster
fpc,clustrd
fpc,conjoint
fpc,dann
fpc,IPCAPS
fpc,MEGENA
fpc,nullabor
fpc,QuantumClone
fpc,RaceID
fpc,RPANDA
fpc,semiArtificial
fpc,stream
fpc,tspmeta
fpCompare,iemisc
fpCompare,quickPlot
fpCompare,reproducible
fpCompare,SpaDES.core
fpCompare,SpaDES.tools
fracdiff,ArfimaMLM
fracdiff,forecast
fracdiff,LPM
fracdiff,mafs
fracdiff,sutteForecastR
fracdiff,TSF
fracdiff,tsfeatures
fracdiff,tsqn
fracdiff,WaveletANN
fracdiff,WaveletArima
fracdiff,WaveletGARCH
fracdiff,WaveLetLongMemory
fs,addinsOutline
fs,batchtools
fs,blastula
fs,boxr
fs,butcher
fs,cabinets
fs,ceramic
fs,compstatr
fs,detrendr
fs,disk.frame
fs,downloadthis
fs,exampletestr
fs,fxtract
fs,gargle
fs,geouy
fs,golem
fs,ijtiff
fs,languageserver
fs,ldaPrototype
fs,litteR
fs,mleap
fs,mlflow
fs,mudata2
fs,multilinguer
fs,namer
fs,oncrawlR
fs,orderly
fs,osfr
fs,piggyback
fs,pkgdown
fs,prodigenr
fs,projects
fs,randomsearch
fs,rapr
fs,reprex
fs,rfbCNPJ
fs,rtimicropem
fs,saqgetr
fs,shinyFiles
fs,socviz
fs,spatialrisk
fs,testthis
fs,texPreview
fs,textdata
fs,tor
fs,usethis
fs,workflowr
fs,ymlthis
functional,AnDE
functional,bmk
functional,ciuupi
functional,D3partitionR
functional,discSurv
functional,networkreporting
functional,RcppEigenAD
functional,saeSim
functional,sqliter
functional,surveybootstrap
functional,translate
futile.logger,analysisPipelines
futile.logger,AWR.Kinesis
futile.logger,BiocParallel
futile.logger,BioInstaller
futile.logger,DataPackageR
futile.logger,evoper
futile.logger,fbRads
futile.logger,fractalrock
futile.logger,futile.matrix
futile.logger,goldi
futile.logger,GWASinspector
futile.logger,ISOpureR
futile.logger,MazamaCoreUtils
futile.logger,md.log
futile.logger,pkgnet
futile.logger,psidR
futile.logger,QFASA
futile.logger,ragtop
futile.logger,rly
futile.logger,Rpolyhedra
futile.logger,tawny
futile.logger,tawny.types
futile.logger,timelineR
futile.logger,uptasticsearch
futile.logger,VennDiagram
future.apply,BAMBI
future.apply,cSEM
future.apply,dhReg
future.apply,disk.frame
future.apply,forecastML
future.apply,fxtract
future.apply,GSODR
future.apply,gWQS
future.apply,gWQSRS
future.apply,hackeRnews
future.apply,kernelboot
future.apply,lightr
future.apply,mcp
future.apply,origami
future.apply,pavo
future.apply,phylolm
future.apply,prewas
future.apply,qgcomp
future.apply,rangeMapper
future.apply,robotstxt
future.apply,RTransferEntropy
future.apply,sctransform
future.apply,simglm
future.apply,solitude
future.apply,TSstudio
gargle,bigrquery
gargle,gmailr
gargle,googleAuthR
gargle,googledrive
gargle,googlesheets4
gdalUtils,forestChange
gdalUtils,lidR
gdalUtils,MODISSnow
gdalUtils,MODIStsp
gdalUtils,nhdR
gdalUtils,plainview
gdalUtils,raptr
gdalUtils,reproducible
gdalUtils,uavRmp
gdata,adapr
gdata,AlphaPart
gdata,baytrends
gdata,cccrm
gdata,chromoR
gdata,Claddis
gdata,comato
gdata,dalmatian
gdata,deGradInfer
gdata,Dominance
gdata,Ecfun
gdata,elementR
gdata,enaR
gdata,ENiRG
gdata,genetics
gdata,gmodels
gdata,GSelection
gdata,lcc
gdata,LeLogicielR
gdata,likeLTD
gdata,neonUtilities
gdata,NetComp
gdata,perturb
gdata,Plasmidprofiler
gdata,plethem
gdata,polySegratio
gdata,powerbydesign
gdata,pSI
gdata,qdap
gdata,QTLRel
gdata,rAvis
gdata,REREFACT
gdata,RKEEL
gdata,rsurfer
gdata,rtematres
gdata,simSummary
gdata,TRSbook
gdata,TSmisc
gdata,ubiquity
gdtools,flextable
gdtools,ggiraph
gdtools,hrbrthemes
gdtools,rvg
gdtools,svglite
gdtools,vdiffr
gee,aSPU
gee,diffdepprop
gee,DTComPair
gee,GEEaSPU
gee,GEEmediate
gee,geesmv
gee,gskat
gee,JGEE
gee,MargCond
gee,mmm
gee,mmm2
gee,saws
gee,spind
gee,swgee
gee,tab
gee,VariableScreening
geepack,aftgee
geepack,CorrBin
geepack,Cprob
geepack,geecure
geepack,GEint
geepack,gskat
geepack,GWAF
geepack,ipw
geepack,LGRF
geepack,MethylCapSig
geepack,miLineage
geepack,pseudo
geepack,spind
geepack,swgee
geepack,uwIntroStats
geepack,wgeesel
genalg,COSINE
genalg,galts
genalg,geospt
genalg,kernelFactory
genalg,nlrx
genalg,plsVarSel
generics,broom
generics,customsteps
generics,DeclareDesign
generics,DesignLibrary
generics,embed
generics,estimatr
generics,exuber
generics,fabletools
generics,huxtable
generics,interactions
