package,fun,coverage
forecast,parFilterSpecifics,0
forecast,parFilterTBATSSpecifics,0
forecast,parFitSpecificTBATS,0
forecast,pegelsfcast.C,0.9230769230769231
forecast,pegelsresid.C,0.9523809523809523
forecast,plot.ar,0.6666666666666666
forecast,plot.Arima,0.9642857142857143
forecast,plot.armaroots,1
forecast,plot.bats,0.5789473684210527
forecast,plot.ets,0.7
forecast,plot.forecast,0.6666666666666666
forecast,plot.mforecast,1
forecast,plot.mpacf,0
forecast,plot.splineforecast,1
forecast,plot.tbats,0
forecast,plotlmforecast,0.8214285714285714
forecast,predict.default,1
forecast,print.baggedModel,0
forecast,print.bats,0.6875
forecast,print.CVar,1
forecast,print.ets,0.8823529411764706
forecast,print.forecast,1
forecast,print.forecast_ARIMA,0.90625
forecast,print.lagwalk,0
forecast,print.mforecast,1
forecast,print.modelAR,1
forecast,print.msts,1
forecast,print.nnetar,1
forecast,print.nnetarmodels,1
forecast,print.OCSBtest,1
forecast,print.tbats,0
forecast,recoverTSP,1
forecast,register_s3_method,0
forecast,remainder,0.4444444444444444
forecast,residuals.ar,1
forecast,residuals.ARFIMA,0.7692307692307693
forecast,residuals.bats,0.75
forecast,residuals.ets,0.75
forecast,residuals.forecast,0.75
forecast,residuals.forecast_ARIMA,0.7333333333333333
forecast,residuals.nnetar,1
forecast,residuals.stlm,0
forecast,residuals.tbats,0.75
forecast,residuals.tslm,0.75
forecast,rwf,1
forecast,scale.ts,1
forecast,SD.test,0
forecast,search.arima,0.9032258064516129
forecast,seas.heuristic,0.8421052631578947
forecast,seasadj,1
forecast,seasadj.decomposed.ts,0.6666666666666666
forecast,seasadj.mstl,1
forecast,seasadj.seas,0
forecast,seasadj.stl,1
forecast,seasadj.tbats,0
forecast,SeasDummy,0
forecast,seasextract_w_na_action,0
forecast,seasindex,0.8333333333333334
forecast,seasonal,0.2777777777777778
forecast,seasonalaxis,0.6904761904761905
forecast,seasonaldummy,0.8823529411764706
forecast,seasonaldummyf,0.8
forecast,seasonplot,0.7538461538461538
forecast,ses,1
forecast,simulate.ar,0.5185185185185185
forecast,simulate.Arima,0.41346153846153844
forecast,simulate.ets,0.6451612903225806
forecast,simulate.fracdiff,0
forecast,simulate.lagwalk,0
forecast,simulate.modelAR,0.5151515151515151
forecast,simulate.nnetar,0.5151515151515151
forecast,sindexf,0.4666666666666667
forecast,snaive,1
forecast,spline.loglik,1
forecast,spline.matrices,1
forecast,splinef,0.9508196721311475
forecast,stlf,0.7222222222222222
forecast,stlm,0.7307692307692307
forecast,subset.forecast,0
forecast,subset.msts,0
forecast,subset.ts,0.9607843137254902
forecast,summary.Arima,1
forecast,summary.ets,1
forecast,summary.forecast,0.8888888888888888
forecast,summary.mforecast,0
forecast,tail.ts,0.8333333333333334
forecast,taperedacf,0
forecast,taperedpacf,0
forecast,tbats,0.4896907216494845
forecast,tbats.components,0.9583333333333334
forecast,testaccuracy,0.8571428571428571
forecast,thetaf,0.7619047619047619
forecast,tl,0
forecast,toMat,0
forecast,trainingaccuracy,0.9302325581395349
forecast,trendcycle,0.4444444444444444
forecast,tsclean,1
forecast,tsCV,0.6538461538461539
forecast,tsdisplay,0.9714285714285714
forecast,tslm,0.896551724137931
forecast,tsoutliers,0.9230769230769231
forecast,undo.na.ends,0.8333333333333334
forecast,UndoWhichModels,1
forecast,unfracdiff,0.9411764705882353
forecast,unParameterise,1
forecast,unParameteriseTBATS,0.8888888888888888
forecast,wacf,0
forecast,WhichModels,1
forecast,window.msts,1
forecast,wpacf,0
forecast,zzhw,0.7407407407407407
forecast,NA,0.9168949771689497
foreign,.onLoad,0
foreign,.onUnload,0
foreign,adQuote,1
foreign,data.restore,0.9411764705882353
foreign,ISO_8601_to_POSIX_datetime_format,0
foreign,lookup.xport,1
foreign,make.SAS.formats,0
foreign,make.SAS.names,0.8888888888888888
foreign,nam.or.i,1
foreign,read.arff,0.7391304347826086
foreign,read.dbf,0.8125
foreign,read.dta,0.8615384615384616
foreign,read.epiinfo,0
foreign,read.mtp,1
foreign,read.octave,0.9523809523809523
foreign,read.S,0.7954545454545454
foreign,read.spss,0.9473684210526315
foreign,read.ssd,0
foreign,read.systat,0.6923076923076923
foreign,read.xport,1
foreign,write.arff,0.6578947368421053
foreign,write.dbf,0.8679245283018868
foreign,write.dta,0.7358490566037735
foreign,write.foreign,1
foreign,writeForeignSAS,0.5733333333333334
foreign,writeForeignSPSS,0.7441860465116279
foreign,writeForeignStata,0
foreign,NA,0.7452707955428868
forestplot,forestplot,1
forestplot,forestplot.default,0.8428571428571429
forestplot,fpColors,0.625
forestplot,fpDrawBarCI,0
forestplot,fpDrawCircleCI,0.9
forestplot,fpDrawDiamondCI,0.9
forestplot,fpDrawNormalCI,0.8888888888888888
forestplot,fpDrawPointCI,0.875
forestplot,fpDrawSummaryCI,0.75
forestplot,fpLegend,1
forestplot,fpTxtGp,0.6833333333333333
forestplot,getTicks,0.9333333333333333
forestplot,heightDetails.xaxis,1
forestplot,prFpConvertMultidimArray,0.918918918918919
forestplot,prFpDrawLegend,0.9857142857142858
forestplot,prFpDrawLine,0.9523809523809523
forestplot,prFpDrawLines,1
forestplot,prFpFetchRowLabel,0.9
forestplot,prFpFindWidestGrob,1
forestplot,prFpGetConfintFnList,0.9230769230769231
forestplot,prFpGetGraphTicksAndClips,0.8522727272727273
forestplot,prFpGetLabels,0.782608695652174
forestplot,prFpGetLayoutVP,0.8181818181818182
forestplot,prFpGetLegendBoxPosition,0.41818181818181815
forestplot,prFpGetLegendGrobs,0.9615384615384616
forestplot,prFpGetLines,0.72
forestplot,prFpPrepareLegendMarker,0.25
forestplot,prFpPrintLabels,1
forestplot,prFpPrintXaxis,0.9583333333333334
forestplot,prFpValidateLabelList,0.8571428571428571
forestplot,prFpXrange,1
forestplot,prGetTextGrobCex,1
forestplot,prGparMerge,1
forestplot,prGridPlotTitle,0.8823529411764706
forestplot,prListRep,1
forestplot,prPopulateList,0.5616438356164384
forestplot,prPushMarginViewport,0.6428571428571429
formatR,count_tokens,1
formatR,deparse_collapse,1
formatR,find_breaks,1
formatR,fix_parse_data,1
formatR,get_src_string,0.4
formatR,mask_comments,0.9761904761904762
formatR,mask_inline,0
formatR,mask_line_break,0.9090909090909091
formatR,move_else,0
formatR,move_leftbrace,0.8571428571428571
formatR,overflow_message,1
formatR,parse_only,0.6666666666666666
formatR,parse_source,1
formatR,rand_string,1
formatR,reflow_comments,1
formatR,reindent_lines,1
formatR,replace_assignment,0.9090909090909091
formatR,restore_bs,1
formatR,restore_encoding,0.5
formatR,special_encoding,1
formatR,tidy_app,0
formatR,tidy_block,1
formatR,tidy_dir,1
formatR,tidy_eval,1
formatR,tidy_file,1
formatR,tidy_source,0.9230769230769231
formatR,tidy_usage,1
formatR,trimws,0.75
formatR,unmask_source,0.9333333333333333
formatR,usage,0.8809523809523809
formattable,-.formattable,1
formattable,[.formattable,0.75
formattable,[[.formattable,1
formattable,[[<-.formattable,1
formattable,[<-.formattable,1
formattable,*.formattable,1
formattable,/.formattable,1
formattable,&.formattable,1
formattable,%%.formattable,1
formattable,+.formattable,1
formattable,|.formattable,1
formattable,accounting,1
formattable,accounting_postproc,1
formattable,accounting.character,1
formattable,accounting.default,1
formattable,all.formattable,1
formattable,any.formattable,1
formattable,area,1
formattable,as_numeric,1
formattable,as.character.formattable,1
formattable,as.datatable,1
formattable,as.datatable.formattable,1
formattable,as.htmlwidget,1
formattable,as.htmlwidget.formattable,0.8
formattable,as.list.formattable,1
formattable,c.formattable,1
formattable,call_or_default,1
formattable,check_rgb,1
formattable,check_rgba,1
formattable,color_bar,1
formattable,color_text,1
formattable,color_tile,1
formattable,comma,1
formattable,comma.character,1
formattable,comma.default,1
formattable,cop_create_obj,1
formattable,copy_dim,1
formattable,copy_obj,1
formattable,create_obj,1
formattable,csscolor,1
formattable,csscolor.character,1
formattable,csscolor.matrix,1
formattable,cummax.formattable,1
formattable,cummin.formattable,1
formattable,cumsum.formattable,1
formattable,currency,1
formattable,currency.character,1
formattable,currency.default,1
formattable,diff.formattable,1
formattable,digits,1
formattable,eval_formula,1
formattable,fcreate_obj,1
formattable,format_default,1
formattable,format_table,1
formattable,format.formattable,0.9523809523809523
formattable,formattable,1
formattable,formattable_widget_html,1
formattable,formattable.data.frame,1
formattable,formattable.Date,1
formattable,formattable.default,1
formattable,formattable.factor,1
formattable,formattable.formattable,0.9090909090909091
formattable,formattable.logical,1
formattable,formattable.numeric,1
formattable,formattable.POSIXct,1
formattable,formattable.POSIXlt,1
formattable,formattable.table,1
formattable,formattableOutput,1
formattable,formatter,1
formattable,get_currency_symbol,0.75
formattable,get_digits,1
formattable,get_false_entries,1
formattable,gradient,0.8888888888888888
formattable,icontext,1
formattable,ifelse,1
formattable,is_false,1
formattable,is.formattable,1
formattable,knit_print_formattable,1
formattable,knit_print_formattable.data.frame,1
formattable,knit_print.formattable,1
formattable,max.formattable,1
formattable,mean.formattable,1
formattable,median.formattable,1
formattable,min.formattable,1
formattable,normalize,0.8571428571428571
formattable,normalize_bar,1
formattable,percent,1
formattable,percent_postproc,1
formattable,percent_preproc,1
formattable,percent.character,1
formattable,percent.default,1
formattable,prefix,1
formattable,print_formattable,1
formattable,print_formattable.data.frame,1
formattable,print_formattable.default,0.9090909090909091
formattable,print.formattable,1
formattable,print.formatter,1
formattable,proportion,1
formattable,proportion_bar,1
formattable,qrank,1
formattable,quantile.formattable,1
formattable,remove_attribute,1
formattable,remove_class,1
formattable,render_html_matrix,1
formattable,render_html_matrix.data.frame,1
formattable,render_html_matrix.formattable,1
formattable,renderFormattable,1
formattable,rep.formattable,1
formattable,reset_class,1
formattable,scientific,1
formattable,seq_list,1
formattable,set_class,1
formattable,str2rgb,1
formattable,style,1
formattable,suffix,1
formattable,sum.formattable,1
formattable,unique.formattable,1
formattable,vmap,1
Formula,all.equal.Formula,0
Formula,as.Formula,1
Formula,as.Formula.default,0
Formula,as.Formula.formula,1
Formula,as.Formula.Formula,0
Formula,c_formula,1
Formula,Formula,0.8
Formula,formula.Formula,0.5454545454545454
Formula,has_dot,1
Formula,is.Formula,0
Formula,length.Formula,1
Formula,model.frame.Formula,1
Formula,model.matrix.Formula,0.8
Formula,model.part,1
Formula,model.part.formula,0
Formula,model.part.Formula,0.7692307692307693
Formula,paste_formula,0.9565217391304348
Formula,print.Formula,1
Formula,simplify_to_formula,1
Formula,split_formula,1
Formula,str.Formula,0
Formula,terms.Formula,1
Formula,update.Formula,1
formula.tools,.invert.plural,0
formula.tools,.invert.single,0.8
formula.tools,.is.one.sided,1
formula.tools,.is.one.sided.plural,0
formula.tools,.is.two.sided,1
formula.tools,.is.two.sided.plural,0
formula.tools,.lhs.singular,1
formula.tools,.lhs.vars,0.6666666666666666
formula.tools,.onAttach,0.5
formula.tools,.replace.lhs.plural,0
formula.tools,.replace.lhs.singular,1
formula.tools,.replace.op.plural,0
formula.tools,.replace.rhs.plural,0
formula.tools,.replace.rhs.singular,1
formula.tools,.rhs.singular,0.8333333333333334
formula.tools,.rhs.vars,0.8571428571428571
formula.tools,<-,0.6666666666666666
formula.tools,ANY,0
formula.tools,as.character.formula,1
formula.tools,call,1
formula.tools,call#ANY,1
formula.tools,env,1
formula.tools,env.formula,1
formula.tools,expression,0.9047619047619048
formula.tools,formula,0.16666666666666666
formula.tools,formula#ANY,1
formula.tools,get.vars,1
formula.tools,invert,1
formula.tools,is.two.sided,1
formula.tools,is.unary,1
formula.tools,lhs,1
formula.tools,lhs.vars,1
formula.tools,lhs<-,1
formula.tools,list,0
formula.tools,name,1
formula.tools,op,1
formula.tools,op.type,1
formula.tools,op<-,1
formula.tools,rhs,1
formula.tools,rhs.vars,1
formula.tools,rhs<-,1
formula.tools,split_terms,1
formula.tools,split_terms.(,1
formula.tools,split_terms.call,0.9130434782608695
formula.tools,split_terms.default,1
formula.tools,split_terms.name,1
formula.tools,terms.call,0.5
formula.tools,terms.expression,0
formula.tools,toggle.sign,1
formula.tools,toggle.sign.(,0
formula.tools,toggle.sign.call,0.8
formula.tools,toggle.sign.default,1
formula.tools,toggle.sign.expression,1
formula.tools,toggle.sign.name,0.8
fpc,adcoord,1
fpc,ancoord,0.8936170212765957
fpc,awcoord,0.8983050847457628
fpc,batcoord,1
fpc,batvarcoord,1
fpc,bhattacharyya.dist,1
fpc,bhattacharyya.matrix,1
fpc,calinhara,1
fpc,can,1
fpc,cat2bin,1
fpc,cdbw,0.8468468468468469
fpc,cgrestandard,0.9361702127659575
fpc,claraCBI,0.9
fpc,classifdist,0.75
fpc,classifnp,0.75
fpc,clucols,0.75
fpc,clugrey,0
fpc,clujaccard,0.75
fpc,clusexpect,1
fpc,clustatsum,0.8518518518518519
fpc,cluster.magazine,0.7966101694915254
fpc,cluster.stats,0.8297872340425532
fpc,cluster.varstats,0.85
fpc,clusterbenchstats,0.9
fpc,clusterboot,0.7660818713450293
fpc,cmahal,1
fpc,con.comp,1
fpc,confusion,0.75
fpc,cov.wml,0.6538461538461539
fpc,cqcluster.stats,0.851063829787234
fpc,cvnn,1
fpc,cweight,1
fpc,dbscan,0.8955223880597015
fpc,dbscanCBI,1
fpc,dipp.tantrum,1
fpc,diptest.multi,0.9090909090909091
fpc,discrcoord,0.96875
fpc,discrete.recode,1
fpc,discrproj,0.4375
fpc,distancefactor,1
fpc,distcritmulti,0.9375
fpc,disthclustCBI,0.6666666666666666
fpc,disthclusttreeCBI,0.92
fpc,distnoisemclustCBI,0.6511627906976745
fpc,distrsimilarity,0.8985507246376812
fpc,dridgeline,0.8888888888888888
fpc,dudahart2,0.9545454545454546
fpc,emskewCBI,0
fpc,extract.mixturepars,0.8260869565217391
fpc,findrep,0.9545454545454546
fpc,fixmahal,0.7544910179640718
fpc,fixreg,0.6165413533834586
fpc,flexmixedruns,0.7307692307692307
fpc,fpclusters,1
fpc,fpclusters.mfpc,0.4090909090909091
fpc,fpclusters.rfpc,0
fpc,fpmi,0.6111111111111112
fpc,hclustCBI,0.6666666666666666
fpc,hclusttreeCBI,0.8928571428571429
fpc,itnumber,0.6875
fpc,jittervar,1
fpc,kmeansCBI,0.9230769230769231
fpc,kmeansruns,0.8974358974358975
fpc,lcmixed,0.6938775510204082
fpc,localshape,1
fpc,mahalanodisc,1
fpc,mahalanofix,0.9285714285714286
fpc,mahalanofuz,1
fpc,mahalCBI,0.8181818181818182
fpc,mahalconf,1
fpc,mergenormals,0.6698113207547169
fpc,mergenormCBI,0.6774193548387096
fpc,mergeparameters,1
fpc,minsize,0.7058823529411765
fpc,mixdens,0.5714285714285714
fpc,mixpredictive,0.9696969696969697
fpc,mvdcoord,0.875
fpc,ncoord,0.8
fpc,neginc,0.9285714285714286
fpc,noisemclustCBI,0.7428571428571429
fpc,nselectboot,0.8653846153846154
fpc,pamk,0.9230769230769231
fpc,pamkCBI,0
fpc,pdfclustCBI,0
fpc,piridge,0.8333333333333334
fpc,piridge.zeroes,1
fpc,plot.clboot,0.8666666666666667
fpc,plot.dbscan,1
fpc,plot.mfpc,0.5294117647058824
fpc,plot.rfpc,0
fpc,plot.valstat,0.7272727272727273
fpc,plotcluster,0.5370370370370371
fpc,predict.dbscan,0.8260869565217391
fpc,prediction.strength,0.9074074074074074
fpc,print.clboot,0.8382352941176471
fpc,print.clusterbenchstats,1
fpc,print.dbscan,0.6666666666666666
fpc,print.mfpc,1
fpc,print.predstr,1
fpc,print.rfpc,0
fpc,print.summary.cquality,0
fpc,print.summary.mergenorm,0.875
fpc,print.summary.mfpc,0.9230769230769231
fpc,print.summary.rfpc,0.9333333333333333
fpc,print.valstat,1
fpc,print.varwisetables,0.875
fpc,randcmatrix,1
fpc,randconf,1
fpc,randomclustersim,0.9432624113475178
fpc,regem,0
fpc,regmix,0
fpc,rFace,0.9130434782608695
fpc,rfpi,0.8
fpc,ridgeline,1
fpc,ridgeline.diagnosis,0.9761904761904762
fpc,simmatrix,1
fpc,solvecov,0.9411764705882353
fpc,speccCBI,0.8571428571428571
fpc,sseg,1
fpc,stupidkaven,1
fpc,stupidkcentroids,1
fpc,stupidkfn,1
fpc,stupidknn,1
fpc,summary.cquality,1
fpc,summary.mergenorm,1
fpc,summary.mfpc,0.9166666666666666
fpc,summary.rfpc,1
fpc,tclustCBI,0.9285714285714286
fpc,tdecomp,0.875
fpc,unimodal.ind,0.75
fpc,weightplots,0.868421052631579
fpc,wfu,1
fpc,xtable,1
fpc,zmisclassification.matrix,1
fpCompare,.onLoad,0
fpCompare,.onUnload,0
fpCompare,%!=%,1
fpCompare,%<<%,1
fpCompare,%<=%,1
fpCompare,%==%,1
fpCompare,%>=%,1
fpCompare,%>>%,1
fracdiff,.fdcov,1
fracdiff,coef.fracdiff,1
fracdiff,confint.fracdiff,0.875
fracdiff,diffseries,1
fracdiff,diffseries0,0.8888888888888888
fracdiff,fdGPH,0.9259259259259259
fracdiff,fdSperio,0.9393939393939394
fracdiff,fitted.fracdiff,0
fracdiff,fracdiff,0.8461538461538461
fracdiff,fracdiff.sim,0.72
fracdiff,fracdiff.var,0.9285714285714286
fracdiff,logLik.fracdiff,1
fracdiff,print.fracdiff,0.8888888888888888
fracdiff,print.summary.fracdiff,0.5555555555555556
fracdiff,residuals.fracdiff,0
fracdiff,summary.fracdiff,1
fracdiff,vcov.fracdiff,1
fracdiff,NA,0.7458100558659218
fs,!.fs_perms,0
fs,[.fs_bytes,1
fs,[.fs_path,1
fs,[.fs_perms,0
fs,/.fs_path,0
fs,&.fs_perms,1
fs,%||%,1
fs,+.fs_path,0
fs,==.fs_perms,1
fs,|.fs_perms,0
fs,as_fs_bytes.default,1
fs,as_fs_bytes.fs_bytes,1
fs,as_fs_bytes.numeric,1
fs,as_fs_path.character,1
fs,as_fs_perms.character,0.8571428571428571
fs,as_fs_perms.fs_perms,1
fs,as_fs_perms.integer,1
fs,as_fs_perms.numeric,1
fs,as_fs_perms.octmode,1
fs,assert,1
fs,assert_no_missing,1
fs,auto_name,1
fs,box_chars,0.6666666666666666
fs,captures,1
fs,collapse,0.6428571428571429
fs,colourise_fs_path,0.9047619047619048
fs,compare.fs_path,1
fs,compare.fs_perms,1
fs,dir_copy,1
fs,dir_create,0.875
fs,dir_delete,1
fs,dir_exists,1
fs,dir_info,1
fs,dir_ls,0.7142857142857143
fs,dir_map,1
fs,dir_tree,1
fs,dir_walk,1
fs,display_mode_to_symbolic_mode_posix,1
fs,display_mode_to_symbolic_mode_windows,0
fs,file_access,1
fs,file_chmod,1
fs,file_chown,0.08333333333333333
fs,file_copy,1
fs,file_create,1
fs,file_exists,1
fs,file_info,1
fs,file_move,1
fs,file_show,0
fs,file_size,1
fs,file_temp,1
fs,file_temp_pop,1
fs,file_temp_push,1
fs,file_touch,1
fs,format.fs_bytes,1
fs,format.fs_perms,1
fs,fs_bytes,1
fs,fs_error,1
fs,fs_path,1
fs,fs_perms,1
fs,group_ids,1
fs,has_color,1
fs,is_absolute_path,1
fs,is_dir,1
fs,is_file,1
fs,is_file_empty,1
fs,is_latex_output,0
fs,is_link,1
fs,is_utf8_output,0.75
fs,is_windows,1
fs,lengths,1
fs,link_copy,0.8888888888888888
fs,link_create,0.8888888888888888
fs,link_delete,1
fs,link_exists,1
fs,link_path,1
fs,max.fs_bytes,1
fs,min.fs_bytes,1
fs,multicol,0.9230769230769231
fs,nchar,0.4
fs,new_fs_bytes,1
fs,new_fs_path,1
fs,new_fs_perms,1
fs,Ops.fs_bytes,1
fs,path,1
fs,path_abs,1
fs,path_common,1
fs,path_dir,1
fs,path_expand,1
fs,path_expand_r,1
fs,path_ext,1
fs,path_ext_remove,1
fs,path_ext_set,1
fs,path_ext<-,1
fs,path_file,1
fs,path_filter,0.8571428571428571
fs,path_has_parent,1
fs,path_home,1
fs,path_home_r,1
fs,path_join,1
fs,path_norm,1
fs,path_package,0.8947368421052632
fs,path_real,1
fs,path_rel,1
fs,path_sanitize,1
fs,path_split,1
fs,path_temp,1
fs,path_tidy,1
fs,path_wd,1
fs,pc,1
fs,pillar_shaft.fs_bytes,0
fs,pillar_shaft.fs_path,0
fs,pillar_shaft.fs_perms,0
fs,pkgdown_tmp,0
fs,print.fs_bytes,1
fs,print.fs_path,1
fs,print.fs_perms,1
fs,sum.fs_bytes,1
fs,type_sum.fs_bytes,0
fs,type_sum.fs_path,0
fs,type_sum.fs_perms,0
fs,user_ids,1
fs,NA,0.7608938547486034
functional,Compose,0.75
functional,Curry,1
functional,CurryL,1
functional,Identity,1
functional,multi.argument.Compose,0.75
functional,Negate,0
functional,Swap,0
futile.logger,.log_level,1
futile.logger,appender.console,1
futile.logger,appender.file,0
futile.logger,appender.tee,0
futile.logger,flog.debug,1
futile.logger,flog.error,1
futile.logger,flog.fatal,1
futile.logger,flog.info,1
futile.logger,flog.namespace,0.7142857142857143
futile.logger,flog.trace,1
futile.logger,flog.warn,1
futile.logger,ftry,0.6
futile.logger,layout.format,1
futile.logger,layout.json,0.8571428571428571
futile.logger,layout.simple,1
futile.logger,layout.tracearg,0.8461538461538461
futile.logger,scat,0.75
future.apply,as_lecyer_cmrg_seed,1
future.apply,assert_values2,1
future.apply,fold,1
future.apply,future_apply,0.9342105263157895
future.apply,future_by,1
future.apply,future_by_internal,0.8695652173913043
future.apply,future_by.data.frame,1
future.apply,future_by.default,0.8333333333333334
future.apply,future_eapply,1
future.apply,future_lapply,1
future.apply,future_Map,1
future.apply,future_mapply,0.9615384615384616
future.apply,future_replicate,1
future.apply,future_sapply,1
future.apply,future_tapply,1
future.apply,future_vapply,1
future.apply,future_version,1
future.apply,future_xapply,0.9772727272727273
future.apply,get_random_seed,1
future.apply,getGlobalsAndPackagesXApply,1
future.apply,getOption,1
future.apply,hpaste,1
future.apply,import_from,1
future.apply,import_future,1
future.apply,is_lecyer_cmrg_seed,1
future.apply,is_valid_random_seed,1
future.apply,isFALSE,1
future.apply,isNA,1
future.apply,make_rng_seeds,0.9761904761904762
future.apply,makeChunks,1
future.apply,mdebug,1
future.apply,mdebugf,1
future.apply,mprint,0.6666666666666666
future.apply,mstr,1
future.apply,next_random_seed,1
future.apply,now,1
future.apply,set_random_seed,1
future.apply,stealth_sample.int,1
future.apply,stop_if_not,1
gargle,add_email_scope,1
gargle,add_line,1
gargle,base_scope,1
gargle,bt,1
gargle,cache,1
gargle,cache_allowed,0.4
gargle,cache_available,1
gargle,cache_create,1
gargle,cache_establish,1
gargle,cache_load,1
gargle,cache_ls,1
gargle,can_refresh,0
gargle,cat_line,1
gargle,check_endpoint,1
gargle,check_for_json,1
gargle,check_params,1
gargle,check_permitted_package,1
gargle,clear_cred,1
gargle,commapse,1
gargle,cred_funs_add,1
gargle,cred_funs_clear,1
gargle,cred_funs_list,1
gargle,cred_funs_set,1
gargle,cred_funs_set_default,1
gargle,credentials_app_default,0
gargle,credentials_app_default_path,0
gargle,credentials_byo_oauth2,0.8
gargle,credentials_gce,0
gargle,credentials_service_account,0
gargle,credentials_user_oauth2,0
gargle,detect_gce,1
gargle,empty_string,1
gargle,extract_email,1
gargle,extract_path_names,1
gargle,fetch_access_token,0
gargle,file_is_empty,0
gargle,from_permitted_package,1
gargle,gargle_api_key,1
gargle,gargle_app,1
gargle,gargle_default_oauth_cache_path,1
gargle,gargle_error_message,1
gargle,gargle_oauth_cache,1
gargle,gargle_oauth_email,1
gargle,gargle_oauth_sitrep,1
gargle,gargle_oob_default,1
gargle,gargle_outh_endpoint,1
gargle,gargle_quiet,1
gargle,gargle_user_agent,0
gargle,gargle2.0_token,1
gargle,gce_metadata_request,0.6
gargle,gce_metadata_url,1
gargle,get_cred,1
gargle,get_instance_scopes,0
gargle,glue_data_lines,0
gargle,glue_lines,1
gargle,has_cred,1
gargle,hash,1
gargle,init_AuthState,1
gargle,init_credentials,0
gargle,initialize,0.8787878787878788
gargle,is_cred_fun,1
gargle,is_string,1
gargle,is_windows,0
gargle,is.oauth_app,1
gargle,is.oauth_endpoint,0
gargle,isFALSE,1
gargle,isNA,1
gargle,keep_hash_paths,1
gargle,list_service_accounts,1
gargle,load_from_cache,1
gargle,mask_email,1
gargle,match2,1
gargle,new_srcref,0
gargle,normalize_scopes,1
gargle,oauth_app_from_json,1
gargle,obfuscate,1
gargle,partition_params,1
gargle,print,0.47058823529411764
gargle,redact_response,1
gargle,refresh,0
gargle,request_build,1
gargle,request_develop,1
gargle,request_make,1
gargle,response_as_json,1
gargle,response_process,0.5
gargle,rpc_description,1
gargle,secret_can_decrypt,1
gargle,secret_nonce,0
gargle,secret_path,0
gargle,secret_pw_exists,1
gargle,secret_pw_gen,0
gargle,secret_pw_get,0
gargle,secret_pw_name,1
gargle,secret_read,0
gargle,secret_write,0
gargle,set_api_key,1
gargle,set_app,1
gargle,set_auth_active,1
gargle,set_cred,1
gargle,sq,1
gargle,stop_bad_class,1
gargle,stop_bad_params,1
gargle,stop_need_user_interaction,0
gargle,stop_request_failed,1
gargle,stop_secret,0
gargle,tidyverse_api_key,1
gargle,tidyverse_app,1
gargle,token_email,0
gargle,token_fetch,0.8181818181818182
gargle,token_from_cache,0.875
gargle,token_into_cache,1
gargle,token_match,0.7941176470588235
gargle,token_tokeninfo,0
gargle,token_userinfo,0
gdalUtils,align_rasters,0
gdalUtils,batch_gdal_translate,0
gdalUtils,gdal_chooseInstallation,0.9375
gdalUtils,gdal_cmd_builder,0.8737864077669902
gdalUtils,gdal_contour,0.8421052631578947
gdalUtils,gdal_grid,0.7391304347826086
gdalUtils,gdal_rasterize,0.8333333333333334
gdalUtils,gdal_setInstallation,0.5891891891891892
gdalUtils,gdal_translate,0.6111111111111112
gdalUtils,gdaladdo,1
gdalUtils,gdalbuildvrt,1
gdalUtils,gdaldem,0.85
gdalUtils,gdalinfo,0.9761904761904762
gdalUtils,gdallocationinfo,0.5909090909090909
gdalUtils,gdalmanage,1
gdalUtils,gdalsrsinfo,1
gdalUtils,gdaltindex,0.8333333333333334
gdalUtils,gdaltransform,1
gdalUtils,gdalwarp,0.8333333333333334
gdalUtils,get_subdatasets,0
gdalUtils,is.Raster,1
gdalUtils,mosaic_rasters,0.44047619047619047
gdalUtils,nearblack,0
gdalUtils,ogr2ogr,0.8333333333333334
gdalUtils,ogrinfo,1
gdalUtils,ogrlineref,0
gdalUtils,ogrtindex,0.8421052631578947
gdalUtils,qm,1
gdalUtils,raster2GDAL,0
gdalUtils,remove_file_extension,1
gdata,.checkLevelsMap,1
gdata,.checkListLevelsMap,1
gdata,.isCharacterMap,0.6666666666666666
gdata,.onAttach,0.631578947368421
gdata,.unknownList,1
gdata,.unlistLevelsMap,1
gdata,[.levelsMap,1
gdata,[.listLevelsMap,1
gdata,ans,1
gdata,Args,0.875
gdata,as.levelsMap,1
gdata,as.listLevelsMap,1
gdata,as.object_sizes,1
gdata,bindData,0.9411764705882353
gdata,c.levelsMap,1
gdata,c.listLevelsMap,1
gdata,c.object_sizes,0
gdata,case,1
gdata,cbindX,0.9444444444444444
gdata,centerText,1
gdata,combine,1
gdata,ConvertMedUnits,0.5909090909090909
gdata,drop.levels,1
gdata,drop.levels.data.frame,1
gdata,drop.levels.default,1
gdata,drop.levels.factor,1
gdata,drop.levels.list,1
gdata,duplicated2,0.75
gdata,elem,0
gdata,env,0
gdata,findPerl,0.6428571428571429
gdata,first,1
gdata,first<-,1
gdata,format.object_sizes,1
gdata,frameApply,0.78125
gdata,getDay,1
gdata,getDay.default,1
gdata,getDay.POSIXlt,1
gdata,getHour,1
gdata,getHour.default,1
gdata,getMin,1
gdata,getMin.default,1
gdata,getMonth,1
gdata,getMonth.default,1
gdata,getMonth.POSIXlt,1
gdata,getSec,1
gdata,getSec.default,1
gdata,getYear,1
gdata,getYear.default,1
gdata,getYear.POSIXlt,1
gdata,humanReadable,0.8837209302325582
gdata,installXLSXsupport,0
