"arg_sig","count"
"[l{?}]/[ftrlprox]/[{names}]",3
"[sF, sL, sN]/[]/[{srcref}, {}]",2
"[l{?}]/[RunOptions,GR,daily]/[{names}]",8
"[l{?}]/[ScoreStat]/[{names}]",4
"[M{D}]/[]/[{dim,dimnames,scaled:center}, {dim,dimnames}, {dim}]",2
"[sN, l{C}, l{l{?}}, l{?}]/[]/[{}, {names}]",1
"[L, sD, sI, sL]/[]/[{}]",2
"[sS]/[unmarkedFitOccuRN]/[{AIC,bootstrapSamples,call,covMatBS,data,estimates,fitType,formula,negLogLike,nllFun,opt,sitesRemoved}]",4
"[D]/[smooth]/[{call,npoly,start,values}]",2
"[C]/[icd10cm,icd10, icd10]/[{}, {icd_short_diag}]",1
"[l{?}]/[localgauss.indtest]/[{names}]",1
"[M{D}, missing]/[, BFmcmc]/[{.S3Class,data,dim,dimnames,mcpar,model}, {}]",1
"[l{?}]/[LD]/[{names}]",3
"[data.frame]/[, keyed_df,tbl_df,tbl, tbl_df,tbl]/[{keys,names,row.names}, {names,row.names}]",1
"[sF, sS]/[, CURLHandle]/[{ref}, {}]",3
"[l{?}]/[glrt3]/[{names,row.names}]",1
"[sD, D, sN]/[, proc_time]/[{}, {names}]",1
"[D]/[GDALobj]/[{CATlist,df,driver,file,mdata,names,projection,RATlist,ScaleOffset,sdf,ysign}, {CATlist,df,driver,file,names,projection,RATlist,ScaleOffset,sdf,ysign}]",1
"[sS]/[estUD, RasterLayer, SpatialPointsDataFrame, RasterBrick, SpatialPixelsDataFrame, SpatialLines, SpatialPolygons, SpatialPoints]/[{bbox,comment,plotOrder,polygons,proj4string}, {bbox,coords,proj4string}, {bbox,coords,coords.nrs,data,grid,grid.index,proj4string}, {bbox,coords,coords.nrs,data,proj4string}, {bbox,lines,proj4string}, {crs,data,extent,file,history,legend,ncols,nrows,rotated,rotation,title,z}, {bbox,coords,coords.nrs,data,grid,grid.index,h,proj4string,vol}]",1
"[M{D}]/[]/[{dim,na.message}]",1
"[D, M{D}]/[, Intervals, Intervals_full]/[{closed,dim,dimnames,type}, {closed,dim,type}, {names}, {}]",1
"[M{D}]/[ts]/[{dim,dimnames,tsp}]",4
"[l{I}, l{sN}, l{C}, l{l{?}}]/[]/[{}]",1
"[l{?}, sD, sI]/[, response]/[{names}, {}]",1
"[D, sS]/[, brob]/[{positive,x}, {}]",1
"[C, I, data.frame, l{C}, l{l{?}}, sC, sI]/[]/[{names,row.names}, {names}, {}]",1
"[C, I, missing]/[]/[{levels}, {}]",1
"[l{D}, sN]/[, imlist]/[{}]",1
"[sF, I, l{?}]/[printer_callback, igraph_rewiring_method, membership]/[{}, {names}]",1
"[l{C}, l{l{?}}]/[harbrowser, harpages]/[{names}, {}]",1
"[l{D}]/[]/[{names}, {}]",36
"[l{I}]/[nb]/[{call,gal,region.id,sym}]",1
"[l{?}]/[LKinfo,LKBox, LKinfo,LKRectangle]/[{names}]",3
"[D, sN]/[, POSIXct,POSIXt]/[{}, {tzone}]",2
"[M{D}, M{C}, data.frame]/[]/[{dim}, {dim,dimnames}, {names,row.names}]",1
"[l{?}, l{l{?}}, sN]/[, cl_dendrogram_ensemble,cl_hierarchy_ensemble,cl_ensemble, cl_partition_ensemble,cl_ensemble, kmeans, lsbclust_sim_part]/[{n_of_objects,names}, {n_of_objects}, {names}, {}]",1
"[D, sD]/[pdLogChol,pdSymm,pdMat]/[{Dimnames,formula}]",3
"[data.frame, l{?}, l{C}, l{D}, l{I}, l{L}]/[]/[{names,row.names}, {names}, {}]",1
"[C, D, I, error, sC, sF, sN]/[]/[{}]",1
"[M{D}, sN]/[]/[{assign,dim,dimnames}, {}]",12
"[sS]/[dgTMatrix, dtTMatrix]/[{diag,Dim,Dimnames,i,j,uplo,x}, {Dim,Dimnames,factors,i,j,x}]",1
"[l{?}]/[collector_character,collector]/[{}]",1
"[M{D}]/[dccm]/[{dim}]",3
"[l{?}]/[MDS]/[{names}]",3
"[C, sC, sS]/[, Rle]/[{elementMetadata,lengths,metadata,values}, {}]",1
"[sC, l{I}, sD, M{D}, C, D, sI, I, l{D}]/[]/[{}, {dim}, {names}]",1
"[l{D}, l{?}]/[TSdata]/[{names}]",4
"[l{?}]/[arx, gets, isat]/[{names}]",7
"[M{D}, D, M{I}, I]/[]/[{}, {dim}]",2
"[l{?}]/[CJMlpdensity]/[{names}]",2
"[C, sC]/[pillar_vertical]/[{}]",1
"[l{?}]/[dev_topic]/[{names}]",2
"[l{?}, sI, sS]/[, CompressedIntegerList]/[{elementMetadata,elementType,metadata,partitioning,unlistData}, {}]",1
"[M{D}, D]/[mts,ts, ts]/[{dim,dimnames,tsp}, {tsp}]",3
"[l{?}]/[AUCRFcv,AUCRF]/[{names}]",1
"[l{?}]/[isocir]/[{}]",1
"[C, D, I]/[, haven_labelled, haven_labelled_spss,haven_labelled]/[{label,labels,na_values}, {label,labels}, {labels,na_range}, {labels,na_values}, {labels}, {}]",1
"[sS, sI, I]/[, itemMatrix]/[{}, {data,itemInfo,itemsetInfo}]",1
"[D, I, sC, sL]/[]/[{levels}, {}]",1
"[l{?}, l{C}, l{D}, l{L}]/[]/[{names}, {}]",1
"[M{D}, D]/[]/[{credMass,dim,dimnames,height}, {credMass,height,names}]",1
"[M{C}, M{D}, M{I}, data.frame, sC]/[, simpleRmsAnova, table, tbl_df,tbl]/[{dim,dimnames,n.rgroup,other,rgroup,rowlabel}, {dim,dimnames}, {dim}, {names,row.names}]",1
"[l{?}]/[RunOptions,GR,CemaNeige,daily]/[{names}]",3
"[l{D}, l{l{?}}, l{?}]/[anchors.options, ]/[{names}]",1
"[I, sF, sN]/[]/[{}]",1
"[l{?}]/[bsad]/[{names}]",4
"[l{D}, l{C}, l{l{?}}]/[harvestr-results]/[{function}, {function,time}, {function,names}]",1
"[M{I}]/[nPairs]/[{dim}, {dim,dimnames}]",1
"[Y, language, pairlist, sC]/[, (, <-, call, if, name, pairlist, {]/[{names}, {}]",1
"[M{D}]/[]/[{dim,dimnames,shifts}]",1
"[M{D}, D, l{D}]/[, array]/[{dim}, {names}]",1
"[C, I, M{C}, data.frame, sC, sS]/[, GRanges, IRanges, SortedByQueryHits]/[{dim,dimnames}, {elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}, {elementMetadata,from,metadata,nLnode,nRnode,to}, {names,row.names}, {names}, {}]",1
"[error, l{?}]/[, hyper2]/[{names}, {}]",1
"[l{?}]/[animated.grob,pathgrob,grob,gDesc, pathgrob,grob,gDesc]/[{names}]",2
"[C, l{?}, sC, sD, sI, sN]/[, glue, html, json, shiny.tag]/[{browsable_html,html_dependencies,names}, {html_dependencies,names}, {html_dependencies}, {html}, {levels}, {names}, {}]",1
"[l{?}]/[focusedMDS,htmlwidget]/[{names,package}]",1
"[D]/[, cl_ultrametric,cl_dissimilarity,cl_proximity,dist, dist]/[{call,Diag,Labels,Size,Upper}, {description,Labels,Size}, {names}, {}]",1
"[l{?}]/[mrelnet]/[{names}]",1
"[l{?}, l{D}]/[gnlsStruct,glsStruct,modelStruct]/[{conLin,local,model,names,NReal,resp}]",1
"[sF]/[pbvpmf]/[{lambda}]",1
"[sE]/[SequentialFuture,UniprocessFuture,Future,environment]/[{}]",8
"[C, D, I, L, M{D}, data.frame, l{?}, l{C}, l{D}, sC, sD, sI, sL, sN]/[, simple.list]/[{dim}, {names,row.names}, {names}, {}]",2
"[C, I, sC, sE, sF, sI, sN]/[, CompositeFunction, environment]/[{}]",1
"[data.frame]/[tbl_df,tbl, ical,tbl_df,tbl, spec_tbl_df,tbl_df,tbl, keyed_df,tbl_df,tbl, bench_mark,tbl_df,tbl, hip_pos,tbl_df,tbl]/[{last_updated,names,row.names}, {names,row.names,spec}, {names,problems,row.names,spec}, {label,names,row.names}, {hs_total_available,names,row.names}, {keys,names,row.names}, {.internal.selfref,names,row.names}, {names,row.names}, {ical,names,row.names}]",1
"[M{D}]/[]/[{dim,index}, {dim,dimnames,index}]",1
"[I]/[]/[{}, {names}]",8
"[l{?}]/[summary.crm]/[{names}]",2
"[M{D}]/[]/[{Delta,dim,E.inv,WLS.V}, {dim}, {B0.group,dim,E.inv}]",1
"[D, M{X}]/[]/[{dim}, {}]",1
"[l{D}, l{C}]/[]/[{parity,uval}]",1
"[l{D}]/[terawasserburg]/[{names}]",2
"[l{I}, l{?}]/[rlepack]/[{names}]",2
"[language]/[terms,formula]/[{.Environment,dataClasses,factors,intercept,order,predvars,response,specials,term.labels,variables}]",2
"[C, I, sD]/[]/[{}]",2
"[Y, expression, language, sF]/[, call, name]/[{}]",1
"[C, sL, L]/[]/[{}, {names}]",1
"[R, error]/[, bigz]/[{nrow}, {}]",1
"[sN, sS]/[, svgDevice]/[{attrs,dev,height,links,name,res,show,width}, {}]",2
"[l{?}]/[WhittleEst]/[{names}]",7
"[R]/[bigq]/[{denominator}]",10
"[D, I, M{D}, M{I}, sD, sI]/[]/[{dim}, {names}, {}]",1
"[l{?}, sD, sN]/[]/[{names}, {}]",1
"[M{C}, M{D}, M{I}]/[, partition]/[{dim,dimnames}, {dim}]",1
"[sS]/[IRanges, CompressedIRangesList, CompressedCharacterList, PartitioningByEnd, CompressedGRangesList, CompressedIntegerList, Rle, DataFrame, MaskCollection, PartitioningByWidth, GRanges]/[{elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}, {elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,lengths,metadata,values}, {elementMetadata,elementType,listData,metadata,nrows,rownames}, {active,desc,elementMetadata,elementType,metadata,NAMES,nir_list,width}, {elementMetadata,elementType,metadata,NAMES,width}, {elementMetadata,elementType,end,metadata,NAMES}, {elementMetadata,elementType,metadata,partitioning,unlistData}]",1
"[I]/[igraph.es]/[{env,graph,name,value,vnames}, {env,graph,name,value}, {env,graph,vnames}]",1
"[l{?}]/[summary.rlassoEffects]/[{names}]",2
"[l{l{?}}]/[fuzz_results]/[{}]",8
"[sC, C, l{l{?}}]/[sdists.trace, sdists.graph]/[{graph,pointer,table,value}, {names,value}]",1
"[l{?}]/[ils.fqcs]/[{names}]",2
"[C, M{D}, D, M{I}, I, M{C}, L, l{l{?}}, sC, sD, l{I}, sI, sL, l{C}, sN, raw_NA, data.frame, l{?}]/[, array, POSIXct,POSIXt]/[{}, {dim}, {names,row.names}, {names}]",1
"[l{l{?}}]/[summary.ScoreStatSet]/[{names}]",4
"[D]/[varIdent,varFunc]/[{formula,groupNames,groups,logLik,weights,whichFix}, {formula,groupNames,groups,whichFix}, {formula}]",1
"[sC]/[]/[{colLabels,file}, {colLabels}]",1
"[l{l{?}}]/[Rd]/[{}, {meta,prepared,Rdfile,srcref}]",1
"[M{D}, D]/[, mts,ts, ts]/[{dim,dimnames,tsp}, {tsp}, {names}]",1
"[language, pairlist]/[quosure,formula, pairlist]/[{}, {.Environment}]",1
"[sE]/[listenv,environment]/[{dim.,dimnames.}, {dim.}]",3
"[sS]/[metFile]/[{amp,const,data,lat,lon,tav,units}]",4
"[l{l{?}}]/[keylist]/[{class_new,class_old,na.strings,names}]",2
"[sS]/[gehan.is]/[{b0,maxIter,sigma0,solver,tol,trace,userRk}]",2
"[C, D, l{I}, sC, sN]/[]/[{names}, {}]",1
"[l{?}]/[summary.censReg,summary.maxLik]/[{names}]",5
"[C, M{C}, sC]/[, array]/[{dim}]",1
"[sD, sF]/[]/[{srcref}, {}]",63
"[sC]/[]/[{package}]",9
"[language, pairlist]/[call, pairlist]/[{}]",1
"[sC, sD, C, sL, sN]/[]/[{}]",1
"[sD]/[corGrafen,corPhyl,corStruct]/[{fixed,formula,tree}]",1
"[I, R]/[Ctype,char, Ctype,uchar]/[{bytes,signed}]",2
"[language, l{language}, missing]/[, formula]/[{.Environment}, {}]",1
"[D, M{D}, l{?}, l{D}]/[, DMat, ShrnkMat, SigFq]/[{dim}, {names}, {}]",1
"[C, sD, sN]/[]/[{}]",6
"[sS]/[RasterLayer]/[{crs,data,extent,file,history,legend,ncols,nrows,param,rotated,rotation,title,z}]",1
"[l{?}]/[phylo]/[{names,order}]",199
"[D, data.frame]/[]/[{names,out.attrs,row.names}, {}]",6
"[l{?}]/[conreg]/[{names}]",10
"[sS]/[VB]/[{bdim,dim,nb,numst,varorder}]",4
"[M{D}]/[POSIXct,POSIXt]/[{dim,tzone}]",1
"[D, l{?}, sC, sD, sE]/[, Scrm,ms,simulator,R6, coalmodel,coalmodelpart, ms,simulator,R6]/[{names}, {}]",1
"[sS, M{D}]/[Wave, ]/[{dim}, {bit,left,pcm,right,samp.rate,stereo}]",1
"[Y, language, sC, sD, sL, sN]/[, call, name]/[{}]",1
"[sS]/[Pairs]/[{elementMetadata,first,metadata,NAMES,second}]",4
"[Y, sD, sN]/[, name]/[{}]",1
"[D, M{D}, R]/[, bigq]/[{denominator}, {dim}, {}]",1
"[sF]/[lambdar.fun, lambdar.type]/[{active.type,srcref,types,variants}, {srcref,types,variants}]",1
"[language, sN]/[, formula]/[{.Environment}, {}]",30
"[sE]/[model,dsproto]/[{}]",6
"[C, D, I, l{D}, sC, sD, sS]/[, itemMatrix, itemsets, rules, sequencerules, sequences, timedsequences, transactions]/[{data,elements,info,quality,sequenceInfo,tidLists,time,timeInfo}, {data,elements,info,quality,sequenceInfo,tidLists}, {data,itemInfo,itemsetInfo}, {elements,info,lhs,quality,rhs,ruleInfo}, {info,items,quality,tidLists}, {info,lhs,quality,rhs}, {names}, {}]",1
"[l{language}]/[quosures]/[{names}]",14
"[sC]/[, json]/[{}]",4
"[data.frame]/[]/[{calibration,names,row.names}]",1
"[sD, D, l{?}]/[, Farrell]/[{}, {names}]",1
"[l{?}]/[genet]/[{names}]",4
"[l{l{?}}]/[]/[{intuBag,names}]",1
"[D, M{D}, sD]/[]/[{dim,dimnames}, {names}, {}]",8
"[l{I}, l{D}]/[]/[{}]",14
"[sC, R, C]/[hash,md5, hash,sha256,hmac]/[{}]",1
"[C, I, L, M{D}, M{I}, data.frame, raw_NA]/[, array]/[{dim,dimnames}, {dim}, {names,row.names}, {}]",1
"[I]/[, binom]/[{}]",1
"[D, M{I}]/[]/[{dim,dimnames}, {}]",2
"[l{?}]/[cache_info]/[{names}]",3
"[l{I}, sN]/[]/[{}]",15
"[sS, M{D}, C, D, l{sS}, I, sC, l{I}, sD, sE, l{C}, data.frame, l{?}]/[, IRanges, A, MIAME, ExpressionSet, NormalIRanges, MySet, RleViews, AnnotatedDataFrame, GPos, SwirlSet, GRanges, .__test_updateObject_refClassA, SortedByQuerySelfHits, environment, PartitioningByEnd, Versions, UpdtA, SortedByQueryHits, SimpleRleList]/[{elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}, {x}, {}, {.__classVersion__,annotation,assayData,experimentData,featureData,phenoData,protocolData}, {dim,dimnames}, {.__classVersion__,abstract,contact,hybridizations,lab,name,normControls,other,preprocessing,pubMedIds,samples,title,url}, {elementMetadata,from,metadata,nLnode,nRnode,to}, {elementMetadata,elementType,end,metadata,NAMES}, {names}, {elementMetadata,elementType,listData,metadata}, {.xData}, {x,y}, {elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,elementType,metadata,ranges,subject}, {.__classVersion__,data,dimLabels,varMetadata}, {.S3Class,names,row.names,x}, {names,row.names}]",1
"[l{?}]/[phylo]/[{names,order}, {names,order,origin}, {names,order,seed}]",1
"[M{D}]/[ar_similarity]/[{dim,dimnames,method}]",1
"[sS]/[FLXMRbeta_extra]/[{contrasts,contrasts_precision,control,defineComponent,extra_components,fit,formula,fullformula,link,link.phi,name,offset,precision,preproc.x,preproc.y,terms,terms_precision,weighted,x,xlevels,xlevels_precision,y,z}]",6
"[D]/[offdiag]/[{dimension,index,type}]",1
"[C, D, sS]/[, GRanges, IRanges, SortedByQueryHits]/[{elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}, {elementMetadata,from,metadata,nLnode,nRnode,to}, {}]",1
"[M{D}, l{?}, l{l{?}}]/[]/[{dim}, {names}, {}]",1
"[l{?}]/[toswp]/[{names}]",3
"[l{?}]/[collector_guess,collector]/[{}]",1
"[l{D}]/[muniformdistribution,probabilitydistribution]/[{names}]",3
"[l{?}]/[mixEM]/[{names}]",1
"[data.frame, sS]/[, SpatialPixels, SpatialPixelsDataFrame, SpatialPoints, SpatialPointsDataFrame, estUD]/[{bbox,coords,coords.nrs,data,grid,grid.index,h,proj4string,vol}, {bbox,coords,coords.nrs,data,grid,grid.index,proj4string}, {bbox,coords,coords.nrs,data,proj4string}, {bbox,coords,grid,grid.index,proj4string}, {bbox,coords,proj4string}, {names,row.names}]",1
"[sD, data.frame]/[, optimx]/[{}, {details,maximize,names,npar,row.names}]",1
"[C, M{D}, M{I}, I]/[]/[{}, {dim}]",2
"[sS]/[SpatialLines]/[{bbox,lines,proj4string}]",20
"[l{?}]/[filtered.grob,roundrect,grob,gDesc]/[{names}]",1
"[l{?}]/[lm, svyglm,glm,lm]/[{names}]",2
"[data.frame]/[, nfnGroupedData,nfGroupedData,groupedData]/[{names,row.names}, {formula,labels,names,outer,row.names,units}]",1
"[l{D}]/[mia]/[{names}]",1
"[l{C}, l{sN}]/[]/[{names}, {}]",1
"[sS]/[cpt.range]/[{cpts,cpts.full,cpttype,data.set,date,method,minseglen,ncpts.max,param.est,pen.type,pen.value,pen.value.full,test.stat,version}]",8
"[l{I}, l{L}, l{D}, l{C}, l{?}]/[]/[{.data.table.locked,metadata,names}, {metadata,names}, {.data.table.locked,names}, {names}]",1
"[C, raw_NA, sC, sD]/[]/[{}]",4
"[L]/[vector_with_cause]/[{cause,names}]",37
"[l{externalptr}]/[xml_node]/[{names}]",29
"[D]/[corSymm,corStruct]/[{covariate,Dim,factor,fixed,formula,logDet,maxCov}]",6
"[l{?}, l{D}]/[, krige.geoRglm]/[{names}]",2
"[l{?}, sD]/[unit, unit.arithmetic,unit]/[{names}, {unit,valid.unit}]",2
"[sS]/[CAMAN.object]/[{BIC,cl,classification,component.var,dat,family,finalacc,is_metaAnalysis,LL,num.k,num.obs,otherParams,p,prob,steps,t,VEM_result}]",2
"[sC, sI]/[, curl,connection, file,connection, geofeaturecollection,geojson, geogeometrycollection,geojson, geolinestring,geojson, geomultilinestring,geojson, geomultipoint,geojson, geomultipolygon,geojson, geopoint,geojson, json, rawConnection,connection, url,connection]/[{conn_id}, {coords,featgeoms,geoms}, {coords,no_lines,no_nodes_each_line}, {coords,no_polygons}, {coords}, {five_feats,no_features,type}, {names}, {}]",2
"[sS]/[dgeMatrix, dsyMatrix, lgeMatrix]/[{Dim,Dimnames,factors,uplo,x}, {Dim,Dimnames,factors,x}]",1
"[sI, sN]/[]/[{}]",82
"[sC, sD, D, sI, I, raw_NA]/[]/[{}]",1
"[C, l{C}]/[]/[{}, {lengths}]",1
"[l{?}]/[boxcoxnc]/[{names}]",2
"[D]/[, zoo]/[{index}, {}]",10
"[C, I, l{?}, l{D}, l{Y}, l{language}, l{sF}, sC, sI]/[, quosures]/[{names}, {}]",1
"[D, M{D}, error]/[, tsvmLoss,binaryClassificationLoss]/[{dim,dimnames}, {gradient,lvalue}, {model.dag,model.dim,model.dimnames}, {model.dim,model.dimnames}, {}]",1
"[M{D}, M{C}]/[]/[{dim,dimnames}]",4
"[D]/[Date]/[{tclass,tzone}, {}]",2
"[l{D}]/[]/[{cut_point,names,spline_ctrl,true_bezier}]",1
"[sS]/[Biclust]/[{info,Number,NumberxCol,Parameters,RowxNumber}]",19
"[sD]/[3vel,vec]/[{dim}]",7
"[sC, C, sI, sL, I, L]/[]/[{}, {names}]",1
"[l{?}]/[cpolr,polr]/[{names}]",2
"[l{?}, l{C}, l{sN}]/[]/[{names}, {}]",3
"[l{?}]/[glassoscore]/[{names}]",2
"[sS]/[itemMatrix]/[{data,itemInfo,itemsetInfo}]",12
"[l{l{?}}]/[text_struct]/[{names}]",4
"[D]/[cl_agreement,cl_proximity, cl_dissimilarity,cl_proximity,dist]/[{description,Size}, {description,self,Size}]",1
"[language]/[gFormula,Formula,formula]/[{.Environment,lhs,rhs}]",5
"[l{sS}]/[]/[{names}]",29
"[M{D}]/[]/[{dim,scaledGrid,whereObsVals}]",1
"[l{?}, l{sF}, sN]/[, write_disk,write_function, write_memory,write_function, write_stream,write_function]/[{names}, {}]",1
"[l{?}]/[BioCircos,htmlwidget]/[{names,package}]",1
"[I, l{?}]/[]/[{levels}, {names}]",1
"[sS, sD, C, M{D}, D, M{I}, sI, I, data.frame, l{?}]/[, SpatialPointsDataFrame]/[{}, {dim}, {bbox,coords,coords.nrs,data,proj4string}, {dim,dimnames}, {names,row.names}, {names}]",1
"[D, l{D}]/[, tstframe,tframe]/[{names}, {}]",1
"[l{?}]/[smooth.roc]/[{names,roc}, {names}]",1
"[C, D, I, M{I}, X, l{I}, sD]/[]/[{dim}, {}]",1
"[l{sF}]/[icomb,recursiveiter,abstractiter,iter]/[{names}]",1
"[sC]/[geomultilinestring,geojson]/[{coords,no_lines,no_nodes_each_line}]",3
"[l{?}]/[anchors.rank, anchors.rank.type]/[{names}]",1
"[D, L, sS]/[, dgTMatrix]/[{Dim,Dimnames,factors,i,j,x}, {names}, {}]",1
"[sE]/[environment]/[{name}, {}]",1
"[sF, C, sN]/[]/[{}]",1
"[M{D}, l{D}]/[]/[{dim}, {names}, {}]",2
"[data.frame]/[nfnGroupedData,nfGroupedData,groupedData]/[{formula,FUN,names,order.groups,row.names}]",1
"[sS, D, data.frame]/[, BIOMOD.formated.data]/[{coord,data.env.var,data.mask,data.species,eval.coord,eval.data.env.var,eval.data.species,has.data.eval,sp.name}, {}, {names,row.names}]",1
"[l{?}]/[geolmMan, geolmStd]/[{names}]",1
"[l{C}]/[shiny.tag.list]/[{}]",1
"[l{?}]/[ARMA,TSmodel]/[{names}]",3
"[l{?}]/[theta]/[{names}]",26
"[D]/[array, table]/[{dim,dimnames}]",1
"[l{?}, sC]/[, Calendar]/[{names}, {}]",6
"[C, I, M{I}]/[]/[{dim,today}, {levels}, {}]",1
"[l{l{?}}]/[RFopt]/[{names}]",3
"[D, l{?}]/[, inaparc]/[{names}, {}]",1
"[C, D, I, M{C}, data.frame, l{?}, l{C}, sC, sD]/[, POSIXct,POSIXt, lm, noquote, sessionInfo, table]/[{dim,dimnames}, {names,row.names}, {names}, {}]",1
"[D, M{L}]/[]/[{}, {dim}]",2
"[l{l{?}}]/[state,lazy_dots]/[{names}]",7
"[M{D}, sC]/[]/[{dim,dimnames}, {dim}, {}]",1
"[l{?}, l{I}, l{l{?}}, sI]/[dendrogram]/[{height,label,leaf,members,obs}, {height,members,midpoint,obs}]",1
"[sC, C, l{sN}, l{C}, sN, l{?}]/[]/[{}, {names}]",1
"[l{I}, D, l{D}, l{C}]/[]/[{}, {names}]",1
"[data.frame]/[]/[{names,out.attrs,row.names}]",43
"[D, M{D}, sN]/[]/[{dim,dimnames}, {dim}, {names}, {}]",2
"[sC, C, l{?}]/[]/[{}]",1
"[C, D, I, data.frame, sC]/[]/[{names,row.names}, {}]",1
"[M{D}]/[meanResiduals,table]/[{by,call,df,dim,dimnames,standardized,weights}]",3
"[l{?}, unevaled]/[, exp_family]/[{names}, {}]",9
"[D, l{?}]/[, Ckmeans.1d.dp]/[{names}, {}]",1
"[D, I, L, sD, sI, sL]/[]/[{}]",1
"[l{C}, l{D}, l{I}, l{l{?}}]/[, sparsebnPath]/[{}]",1
"[M{D}]/[accruedErrors]/[{dim,dimnames}]",4
"[data.frame]/[, ScoreTD, grouped_df,tbl_df,tbl]/[{groups,names,row.names}, {names,row.names}]",3
"[error, sF, sN]/[]/[{}]",2
"[l{?}]/[GAMBoost]/[{names}]",6
"[M{D}]/[summary.pdMat]/[{dim,formula,noCorrelation,stdDev,structName}]",1
"[l{?}]/[bn.fit.gnode]/[{names}]",6
"[sD, l{?}]/[, htest]/[{names}]",1
"[l{?}]/[assertError,simpleError,condition]/[{names}]",1
"[l{l{?}}]/[bibentry]/[{names,strings}]",1
"[I]/[]/[{levels}, {levels,scores}]",1
"[D, sF]/[]/[{export,srcref}, {}]",1
"[C, M{D}, D]/[]/[{}, {dim,dimnames}, {names}]",1
"[sD, sL, sN]/[]/[{}]",2
"[D, error, sC]/[]/[{names}, {}]",1
"[sF]/[, nonstandardGenericFunction, standardGeneric]/[{default,generic,group,package,signature,skeleton,valueClass}, {srcref}, {}]",1
"[l{?}]/[gresponse.dmm]/[{names}]",2
"[D, sS]/[, dgeMatrix]/[{Dim,Dimnames,factors,x}, {}]",3
"[sS, unevaled]/[, SpatialPolygons, SpatialPolygonsDataFrame]/[{bbox,comment,data,plotOrder,polygons,proj4string}, {bbox,comment,plotOrder,polygons,proj4string}, {bbox,data,plotOrder,polygons,proj4string}, {}]",1
"[D, sD]/[chron,dates,times, dates,times]/[{format,origin}, {origin}]",1
"[l{?}, sF]/[, waiver]/[{srcref}, {}]",1
"[R]/[key, pubkey]/[{}]",2
"[externalptr, sN]/[, XMLNamespaceRef]/[{}]",1
"[l{?}, l{sF}]/[RandomMatrixFilter]/[{names}, {}]",1
"[l{?}]/[streamable_table]/[{names}]",4
"[l{?}]/[tree]/[{names,xlevels}]",3
"[l{C}, sC]/[]/[{dim}]",1
"[D, error]/[, pdDiag,pdMat, pdIdent,pdMat, pdLogChol,pdSymm,pdMat, pdSymm,pdMat]/[{Dimnames,formula}, {}]",1
"[M{D}, M{I}]/[, textmatrix]/[{.Environment,call,dim,dimnames}, {dim,dimnames}]",2
"[sS]/[FLXP]/[{coef,df,fit,formula,name,refit,x}]",1
"[l{?}]/[gamlssMX,gamlss]/[{names}]",2
"[sE]/[LogEvent,R6, environment]/[{}]",2
"[M{D}, D, M{I}, sI, I, raw_NA]/[]/[{}, {dim}, {dim,dimnames}, {dim,dimnames,scaled:center,scaled:scale}]",1
"[sS]/[ece]/[{ece,ece.cal,ece.null,prior}]",1
"[D, R, sD, sR]/[, bigq]/[{denominator,nrow}, {denominator}, {}]",2
"[l{?}, l{C}, l{D}, l{I}]/[]/[{.internal.selfref,index,names,row.names,sorted}, {.internal.selfref,names,row.names}, {clNames,estName,mesg,names,pri.vars,row.names}, {estName,mesg,names,pri.vars,row.names}, {estName,names,pri.vars,row.names}, {label,names}, {max_date,min_date,names,period_table,periodicity,row.names}, {na.action,names,row.names}, {names,out.attrs,row.names}, {names,reshapeLong,row.names}, {names,row.names,terms}, {names,row.names}, {names}, {}]",6
"[l{?}]/[display]/[{names}]",2
"[M{D}]/[]/[{dim,dimnames,grid.list}, {dim}]",3
"[sS]/[ddiMatrix, dgeMatrix, dsyMatrix]/[{Dim,Dimnames,factors,uplo,x}, {Dim,Dimnames,factors,x}, {diag,Dim,Dimnames,x}]",1
"[data.frame, raw_NA]/[]/[{names,row.names}, {}]",7
"[l{C}]/[]/[{names,omit}]",2
"[sD, sI, unevaled]/[]/[{}]",1
"[sC, sD]/[]/[{}]",235
"[D, I, sN]/[]/[{}, {names}]",2
"[data.frame]/[benchmark]/[{error,gc,names,order,precision,row.names,times,units}]",14
"[l{?}]/[hierNet.path]/[{names}]",6
"[expression, sD, sI]/[]/[{}]",1
"[D]/[ts]/[{tsp}]",129
"[D, M{D}]/[colorSpec]/[{calibrate,dim,dimnames,metadata,quantity,step.wl,wavelength}, {dim,dimnames,metadata,quantity,step.wl,wavelength}, {metadata,quantity,specname,step.wl,wavelength}]",2
"[C, l{C}, l{l{?}}, sC, sN]/[]/[{names}, {}]",1
"[I]/[keep,array]/[{dim}]",2
"[sD, sF, sI]/[]/[{names}, {}]",1
